primary_key;order_reference;code_cip_id;salesrep_id;article_code;article_name;quantity;unit_price;discount;net_revenue;order_date;
14391;1702220852S00DR;2213280;1;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2022-02-18;
14392;1702220852S00DR;2213280;1;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2022-02-18;
14393;1702220852S00DR;2213280;1;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2022-02-18;
14394;1702220852S00DR;2213280;1;5156;Brochure Gamme Aloe Vera;156;;0%;;2022-02-18;
14395;1702220852S00DR;2213280;1;5177;Echantillon Nutri-Pulpe;24;;0%;;2022-02-18;
14396;1702220852S00DR;2213280;1;5584;Echantillon Aloe-Oil Huile Réparatrice;24;;0%;;2022-02-18;
14397;1702220852S00DR;2213280;1;5586;Echantillon Pur Gel;48;;0%;;2022-02-18;
14398;1702220852S00DR;2213280;1;5598;Gyn-Aloe Soin Lavant Pompe 400ml - 8.026.380.055.982;12;16.1;38%;119.78;2022-02-18;
14399;1702220852S00DR;2213280;1;5599;Gyn-Aloe Soin Lavant Flacon 250ml - 8.026.380.055.999;12;12.5;38%;93;2022-02-18;
14400;1702220852S00DR;2213280;1;5600;Echantillon Gyn-Aloe Soin Lavant;48;;0%;;2022-02-18;
14401;1702220852S00DR;2213280;1;5708;Présentoir de comptoir ou d’étagère Gyn-Aloe;1;;0%;;2022-02-18;
14402;1702220852S00DR;2213280;1;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;12;;0%;;2022-02-18;
14292;2102221537S00DR;2062748;1;Vide;Vide;432;1339.4;45%;736.67;2022-02-22;
14293;2102221537S00DR;2062748;1;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;45%;82.17;2022-02-22;
14294;2102221537S00DR;2062748;1;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;12;16.9;45%;111.54;2022-02-22;
14295;2102221537S00DR;2062748;1;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;45%;82.17;2022-02-22;
14296;2102221537S00DR;2062748;1;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;12;16.9;45%;111.54;2022-02-22;
14297;2102221537S00DR;2062748;1;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;45%;111.54;2022-02-22;
14298;2102221537S00DR;2062748;1;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;24;9.9;45%;130.68;2022-02-22;
14299;2102221537S00DR;2062748;1;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;6;9.9;45%;32.67;2022-02-22;
14300;2102221537S00DR;2062748;1;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;8;16.9;45%;74.36;2022-02-22;
14301;2102221537S00DR;2062748;1;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2022-02-22;
14302;2102221537S00DR;2062748;1;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2022-02-22;
14303;2102221537S00DR;2062748;1;5156;Brochure Gamme Aloe Vera;172;;0%;;2022-02-22;
14304;2102221537S00DR;2062748;1;5177;Echantillon Nutri-Pulpe;36;;0%;;2022-02-22;
14305;2102221537S00DR;2062748;1;5584;Echantillon Aloe-Oil Huile Réparatrice;12;;0%;;2022-02-22;
14306;2102221537S00DR;2062748;1;5585;Echantillon Aloe-Oil Crème Réparatrice;16;;0%;;2022-02-22;
14307;2102221537S00DR;2062748;1;5586;Echantillon Pur Gel;72;;0%;;2022-02-22;
14308;2102221537S00DR;2062748;1;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;36;;0%;;2022-02-22;
14309;2102221506S00DR;2001439;1;Vide;Vide;481;1598.4;55%;719.28;2022-02-22;
14310;2102221506S00DR;2001439;1;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;55%;45.63;2022-02-22;
14311;2102221506S00DR;2001439;1;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;12;24.9;55%;134.46;2022-02-22;
14312;2102221506S00DR;2001439;1;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;55%;45.63;2022-02-22;
14313;2102221506S00DR;2001439;1;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;24;16.9;55%;182.52;2022-02-22;
14314;2102221506S00DR;2001439;1;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;24;9.9;55%;106.92;2022-02-22;
14315;2102221506S00DR;2001439;1;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;9.9;55%;53.46;2022-02-22;
14316;2102221506S00DR;2001439;1;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2022-02-22;
14317;2102221506S00DR;2001439;1;5156;Brochure Gamme Aloe Vera;192;;0%;;2022-02-22;
14318;2102221506S00DR;2001439;1;5177;Echantillon Nutri-Pulpe;12;;0%;;2022-02-22;
14319;2102221506S00DR;2001439;1;5584;Echantillon Aloe-Oil Huile Réparatrice;24;;0%;;2022-02-22;
14320;2102221506S00DR;2001439;1;5586;Echantillon Pur Gel;96;;0%;;2022-02-22;
14321;2102221506S00DR;2001439;1;5602;Nutri-Pulpe Immunité 1000ml - 8.026.380.056.026;12;27.9;55%;150.66;2022-02-22;
14322;2102221506S00DR;2001439;1;5603;Echantillon Nutri-Pulpe Immunité;24;;0%;;2022-02-22;
14323;2102221506S00DR;2001439;1;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;36;;0%;;2022-02-22;
14324;2102221252S00DR;2005901;1;Vide;Vide;744;867.6;50%;433.8;2022-02-22;
14325;2102221252S00DR;2005901;1;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;12;16.9;50%;101.4;2022-02-22;
14326;2102221252S00DR;2005901;1;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;50%;59.4;2022-02-22;
14327;2102221252S00DR;2005901;1;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;12;16.9;50%;101.4;2022-02-22;
14328;2102221252S00DR;2005901;1;5065;Totem Double Face;2;;0%;;2022-02-22;
14329;2102221252S00DR;2005901;1;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2022-02-22;
14330;2102221252S00DR;2005901;1;5156;Brochure Gamme Aloe Vera;340;;0%;;2022-02-22;
14331;2102221252S00DR;2005901;1;5177;Echantillon Nutri-Pulpe;36;;0%;;2022-02-22;
14332;2102221252S00DR;2005901;1;5585;Echantillon Aloe-Oil Crème Réparatrice;64;;0%;;2022-02-22;
14333;2102221252S00DR;2005901;1;5586;Echantillon Pur Gel;168;;0%;;2022-02-22;
14334;2102221252S00DR;2005901;1;5598;Gyn-Aloe Soin Lavant Pompe 400ml - 8.026.380.055.982;12;16.1;50%;96.6;2022-02-22;
14335;2102221252S00DR;2005901;1;5599;Gyn-Aloe Soin Lavant Flacon 250ml - 8.026.380.055.999;12;12.5;50%;75;2022-02-22;
14336;2102221252S00DR;2005901;1;5600;Echantillon Gyn-Aloe Soin Lavant;48;;0%;;2022-02-22;
14337;2102221252S00DR;2005901;1;5601;Echantillon Pure Crème;12;;0%;;2022-02-22;
14338;2102221252S00DR;2005901;1;5708;Présentoir de comptoir ou d’étagère Gyn-Aloe;1;;0%;;2022-02-22;
14339;2102221252S00DR;2005901;1;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;12;;0%;;2022-02-22;
8783;2302220712S0021;2001717;50;Vide;Vide;48;700.8;50%;350.4;2022-02-23;
8784;2302220712S0021;2001717;50;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;50%;50.7;2022-02-23;
8785;2302220712S0021;2001717;50;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;50%;101.4;2022-02-23;
8786;2302220712S0021;2001717;50;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;50%;59.4;2022-02-23;
8787;2302220712S0021;2001717;50;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;12;16.9;50%;101.4;2022-02-23;
8788;2302220712S0021;2001717;50;5599;Gyn-Aloe Soin Lavant Flacon 250ml - 8.026.380.055.999;6;12.5;50%;37.5;2022-02-23;
14272;2202221714S00DR;2000600;1;Vide;Vide;284;1031.6;38%;639.6;2022-02-23;
14273;2202221714S00DR;2000600;1;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;12;24.9;38%;185.26;2022-02-23;
14274;2202221714S00DR;2000600;1;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;38%;92.63;2022-02-23;
14275;2202221714S00DR;2000600;1;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2022-02-23;
14276;2202221714S00DR;2000600;1;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;6;9.9;38%;36.83;2022-02-23;
14277;2202221714S00DR;2000600;1;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;8;16.9;38%;83.82;2022-02-23;
14278;2202221714S00DR;2000600;1;5065;Totem Double Face;1;;0%;;2022-02-23;
14279;2202221714S00DR;2000600;1;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2022-02-23;
14280;2202221714S00DR;2000600;1;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2022-02-23;
14281;2202221714S00DR;2000600;1;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2022-02-23;
14282;2202221714S00DR;2000600;1;5156;Brochure Gamme Aloe Vera;112;;0%;;2022-02-23;
14283;2202221714S00DR;2000600;1;5177;Echantillon Nutri-Pulpe;24;;0%;;2022-02-23;
14284;2202221714S00DR;2000600;1;5584;Echantillon Aloe-Oil Huile Réparatrice;12;;0%;;2022-02-23;
14285;2202221714S00DR;2000600;1;5585;Echantillon Aloe-Oil Crème Réparatrice;16;;0%;;2022-02-23;
14286;2202221714S00DR;2000600;1;5586;Echantillon Pur Gel;24;;0%;;2022-02-23;
14287;2202221714S00DR;2000600;1;5597;Pure Crème 400ml - 8.026.380.055.975;6;14.9;38%;55.43;2022-02-23;
14288;2202221714S00DR;2000600;1;5598;Gyn-Aloe Soin Lavant Pompe 400ml - 8.026.380.055.982;6;16.1;38%;59.89;2022-02-23;
14289;2202221714S00DR;2000600;1;5600;Echantillon Gyn-Aloe Soin Lavant;12;;0%;;2022-02-23;
14290;2202221714S00DR;2000600;1;5601;Echantillon Pure Crème;12;;0%;;2022-02-23;
14291;2202221714S00DR;2000600;1;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;12;;0%;;2022-02-23;
20092;2302220712S0021;2001717;50;Vide;Vide;48;700.8;50%;350.4;2022-02-23;
20093;2302220712S0021;2001717;50;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;50%;50.7;2022-02-23;
20094;2302220712S0021;2001717;50;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;50%;101.4;2022-02-23;
20095;2302220712S0021;2001717;50;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;50%;59.4;2022-02-23;
20096;2302220712S0021;2001717;50;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;12;16.9;50%;101.4;2022-02-23;
20097;2302220712S0021;2001717;50;5599;Gyn-Aloe Soin Lavant Flacon 250ml - 8.026.380.055.999;6;12.5;50%;37.5;2022-02-23;
4363;2402221004S0009;2052394;27;Vide;Vide;2284;1014.4;38%;628.93;2022-02-24;
4364;2402221004S0009;2052394;27;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;38%;92.63;2022-02-24;
4365;2402221004S0009;2052394;27;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2022-02-24;
4366;2402221004S0009;2052394;27;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2022-02-24;
4367;2402221004S0009;2052394;27;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2022-02-24;
4368;2402221004S0009;2052394;27;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2022-02-24;
4369;2402221004S0009;2052394;27;5598;Gyn-Aloe Soin Lavant Pompe 400ml - 8.026.380.055.982;6;16.1;38%;59.89;2022-02-24;
4370;2402221004S0009;2052394;27;5599;Gyn-Aloe Soin Lavant Flacon 250ml - 8.026.380.055.999;6;12.5;38%;46.5;2022-02-24;
4371;2402221004S0009;2052394;27;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;10;16.9;100%;0;2022-02-24;
4372;2402221004S0009;2052394;27;5065;Totem Double Face;10;;0%;;2022-02-24;
4373;2402221004S0009;2052394;27;5152;Présentoir de Comptoir Gamme Aloe;10;;0%;;2022-02-24;
4374;2402221004S0009;2052394;27;5153;Présentoir de Sol Gamme Aloe;10;;0%;;2022-02-24;
4375;2402221004S0009;2052394;27;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;10;;0%;;2022-02-24;
4376;2402221004S0009;2052394;27;5156;Brochure Gamme Aloe Vera;1080;;0%;;2022-02-24;
4377;2402221004S0009;2052394;27;5177;Echantillon Nutri-Pulpe;240;;0%;;2022-02-24;
4378;2402221004S0009;2052394;27;5586;Echantillon Pur Gel;480;;0%;;2022-02-24;
4379;2402221004S0009;2052394;27;5599;Gyn-Aloe Soin Lavant Flacon 250ml - 8.026.380.055.999;10;12.5;100%;0;2022-02-24;
4380;2402221004S0009;2052394;27;5600;Echantillon Gyn-Aloe Soin Lavant;240;;0%;;2022-02-24;
4381;2402221004S0009;2052394;27;5708;Présentoir de comptoir ou d’étagère Gyn-Aloe;10;;0%;;2022-02-24;
4382;2402221004S0009;2052394;27;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;120;;0%;;2022-02-24;
14227;2302221429S00DR;2043369;1;Vide;Vide;182;620.4;55%;279.18;2022-02-24;
14228;2302221429S00DR;2043369;1;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;12;24.9;55%;134.46;2022-02-24;
14229;2302221429S00DR;2043369;1;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;9.9;55%;53.46;2022-02-24;
14230;2302221429S00DR;2043369;1;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;12;16.9;55%;91.26;2022-02-24;
14231;2302221429S00DR;2043369;1;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2022-02-24;
14232;2302221429S00DR;2043369;1;5156;Brochure Gamme Aloe Vera;72;;0%;;2022-02-24;
14233;2302221429S00DR;2043369;1;5177;Echantillon Nutri-Pulpe;24;;0%;;2022-02-24;
14234;2302221429S00DR;2043369;1;5584;Echantillon Aloe-Oil Huile Réparatrice;24;;0%;;2022-02-24;
14235;2302221429S00DR;2043369;1;5585;Echantillon Aloe-Oil Crème Réparatrice;24;;0%;;2022-02-24;
14236;2302221429S00DR;2043369;1;G5050;UG Pur Gel Feuille 250ml;1;16.9;100%;0;2022-02-24;
2062;2502221123S00DZ;2028267;50;Vide;Vide;2008;700.8;38%;434.5;2022-02-25;
2063;2502221123S00DZ;2028267;50;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2022-02-25;
2064;2502221123S00DZ;2028267;50;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2022-02-25;
2065;2502221123S00DZ;2028267;50;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;9.9;38%;73.66;2022-02-25;
2066;2502221123S00DZ;2028267;50;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;12;16.9;38%;125.74;2022-02-25;
2067;2502221123S00DZ;2028267;50;5599;Gyn-Aloe Soin Lavant Flacon 250ml - 8.026.380.055.999;6;12.5;38%;46.5;2022-02-25;
2068;2502221123S00DZ;2028267;50;5065;Totem Double Face;10;;0%;;2022-02-25;
2069;2502221123S00DZ;2028267;50;5153;Présentoir de Sol Gamme Aloe;10;;0%;;2022-02-25;
2070;2502221123S00DZ;2028267;50;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;10;;0%;;2022-02-25;
2071;2502221123S00DZ;2028267;50;5155;Présentoir de Comptoir Aloe-Oil;10;;0%;;2022-02-25;
2072;2502221123S00DZ;2028267;50;5156;Brochure Gamme Aloe Vera;960;;0%;;2022-02-25;
2073;2502221123S00DZ;2028267;50;5177;Echantillon Nutri-Pulpe;120;;0%;;2022-02-25;
2074;2502221123S00DZ;2028267;50;5584;Echantillon Aloe-Oil Huile Réparatrice;240;;0%;;2022-02-25;
2075;2502221123S00DZ;2028267;50;5585;Echantillon Aloe-Oil Crème Réparatrice;240;;0%;;2022-02-25;
2076;2502221123S00DZ;2028267;50;5586;Echantillon Pur Gel;240;;0%;;2022-02-25;
2077;2502221123S00DZ;2028267;50;5600;Echantillon Gyn-Aloe Soin Lavant;120;;0%;;2022-02-25;
8533;2502221123S00DZ;2028267;50;Vide;Vide;2008;700.8;38%;434.5;2022-02-25;
8534;2502221123S00DZ;2028267;50;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2022-02-25;
8535;2502221123S00DZ;2028267;50;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2022-02-25;
8536;2502221123S00DZ;2028267;50;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;9.9;38%;73.66;2022-02-25;
8537;2502221123S00DZ;2028267;50;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;12;16.9;38%;125.74;2022-02-25;
8538;2502221123S00DZ;2028267;50;5599;Gyn-Aloe Soin Lavant Flacon 250ml - 8.026.380.055.999;6;12.5;38%;46.5;2022-02-25;
8539;2502221123S00DZ;2028267;50;5065;Totem Double Face;10;;0%;;2022-02-25;
8540;2502221123S00DZ;2028267;50;5153;Présentoir de Sol Gamme Aloe;10;;0%;;2022-02-25;
8541;2502221123S00DZ;2028267;50;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;10;;0%;;2022-02-25;
8542;2502221123S00DZ;2028267;50;5155;Présentoir de Comptoir Aloe-Oil;10;;0%;;2022-02-25;
8543;2502221123S00DZ;2028267;50;5156;Brochure Gamme Aloe Vera;960;;0%;;2022-02-25;
8544;2502221123S00DZ;2028267;50;5177;Echantillon Nutri-Pulpe;120;;0%;;2022-02-25;
8545;2502221123S00DZ;2028267;50;5584;Echantillon Aloe-Oil Huile Réparatrice;240;;0%;;2022-02-25;
8546;2502221123S00DZ;2028267;50;5585;Echantillon Aloe-Oil Crème Réparatrice;240;;0%;;2022-02-25;
8547;2502221123S00DZ;2028267;50;5586;Echantillon Pur Gel;240;;0%;;2022-02-25;
8548;2502221123S00DZ;2028267;50;5600;Echantillon Gyn-Aloe Soin Lavant;120;;0%;;2022-02-25;
14187;2402222340S00DR;2242919;1;Vide;Vide;483;1550.4;45%;852.72;2022-02-25;
14188;2402222340S00DR;2242919;1;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;12;24.9;45%;164.34;2022-02-25;
14189;2402222340S00DR;2242919;1;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;12;16.9;45%;111.54;2022-02-25;
14190;2402222340S00DR;2242919;1;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;12;16.9;45%;111.54;2022-02-25;
14191;2402222340S00DR;2242919;1;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;24;16.9;45%;223.08;2022-02-25;
14192;2402222340S00DR;2242919;1;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;24;9.9;45%;130.68;2022-02-25;
14193;2402222340S00DR;2242919;1;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;12;16.9;45%;111.54;2022-02-25;
14194;2402222340S00DR;2242919;1;5156;Brochure Gamme Aloe Vera;192;;0%;;2022-02-25;
14195;2402222340S00DR;2242919;1;5177;Echantillon Nutri-Pulpe;48;;0%;;2022-02-25;
14196;2402222340S00DR;2242919;1;5585;Echantillon Aloe-Oil Crème Réparatrice;24;;0%;;2022-02-25;
14197;2402222340S00DR;2242919;1;5586;Echantillon Pur Gel;96;;0%;;2022-02-25;
14198;2402222340S00DR;2242919;1;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;24;;0%;;2022-02-25;
14199;2402222340S00DR;2242919;1;G5048;UG Nutri-Aloe Pêche Blanche 1000ml;3;24.9;100%;0;2022-02-25;
14200;2402221542S00DR;2042674;1;Vide;Vide;1028;2775.6;50%;1387.8;2022-02-25;
14201;2402221542S00DR;2042674;1;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;60;16.9;50%;507;2022-02-25;
14202;2402221542S00DR;2042674;1;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;48;9.9;50%;237.6;2022-02-25;
14203;2402221542S00DR;2042674;1;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;48;9.9;50%;237.6;2022-02-25;
14204;2402221542S00DR;2042674;1;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;48;16.9;50%;405.6;2022-02-25;
14205;2402221542S00DR;2042674;1;5065;Totem Double Face;2;;0%;;2022-02-25;
14206;2402221542S00DR;2042674;1;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2022-02-25;
14207;2402221542S00DR;2042674;1;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2022-02-25;
14208;2402221542S00DR;2042674;1;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;2;;0%;;2022-02-25;
14209;2402221542S00DR;2042674;1;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2022-02-25;
14210;2402221542S00DR;2042674;1;5156;Brochure Gamme Aloe Vera;408;;0%;;2022-02-25;
14211;2402221542S00DR;2042674;1;5168;Présentoir de Sol Aloe-Oil;1;;0%;;2022-02-25;
14212;2402221542S00DR;2042674;1;5584;Echantillon Aloe-Oil Huile Réparatrice;96;;0%;;2022-02-25;
14213;2402221542S00DR;2042674;1;5585;Echantillon Aloe-Oil Crème Réparatrice;96;;0%;;2022-02-25;
14214;2402221542S00DR;2042674;1;5586;Echantillon Pur Gel;216;;0%;;2022-02-25;
14215;2402220921S00DR;2061566;1;Vide;Vide;211;631.8;55%;284.31;2022-02-25;
14216;2402220921S00DR;2061566;1;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;55%;67.23;2022-02-25;
14217;2402220921S00DR;2061566;1;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;55%;45.63;2022-02-25;
14218;2402220921S00DR;2061566;1;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;55%;91.26;2022-02-25;
14219;2402220921S00DR;2061566;1;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;55%;53.46;2022-02-25;
14220;2402220921S00DR;2061566;1;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;6;9.9;55%;26.73;2022-02-25;
14221;2402220921S00DR;2061566;1;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2022-02-25;
14222;2402220921S00DR;2061566;1;5156;Brochure Gamme Aloe Vera;84;;0%;;2022-02-25;
14223;2402220921S00DR;2061566;1;5177;Echantillon Nutri-Pulpe;12;;0%;;2022-02-25;
14224;2402220921S00DR;2061566;1;5584;Echantillon Aloe-Oil Huile Réparatrice;12;;0%;;2022-02-25;
14225;2402220921S00DR;2061566;1;5586;Echantillon Pur Gel;48;;0%;;2022-02-25;
14226;2402220921S00DR;2061566;1;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;12;;0%;;2022-02-25;
790;2802221117S0009;2254070;27;Vide;Vide;1762;575.4;38%;356.75;2022-02-28;
791;2802221117S0009;2254070;27;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2022-02-28;
792;2802221117S0009;2254070;27;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2022-02-28;
793;2802221117S0009;2254070;27;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2022-02-28;
794;2802221117S0009;2254070;27;5597;Pure Creme 400ml - 8.026.380.055.975;12;14.9;38%;110.86;2022-02-28;
795;2802221117S0009;2254070;27;5599;Gyn-Aloe Soin Lavant Flacon 250ml - 8.026.380.055.999;6;12.5;38%;46.5;2022-02-28;
796;2802221117S0009;2254070;27;5065;Totem Double Face;10;;0%;;2022-02-28;
797;2802221117S0009;2254070;27;5152;Presentoir de Comptoir Gamme Aloe;10;;0%;;2022-02-28;
798;2802221117S0009;2254070;27;5154;Grand Aloe Vera Cartonne de Lineaire ou Vitrine;10;;0%;;2022-02-28;
799;2802221117S0009;2254070;27;5156;Brochure Gamme Aloe Vera;840;;0%;;2022-02-28;
800;2802221117S0009;2254070;27;5177;Echantillon Nutri-Pulpe;120;;0%;;2022-02-28;
801;2802221117S0009;2254070;27;5586;Echantillon Pur Gel;240;;0%;;2022-02-28;
802;2802221117S0009;2254070;27;5597;Pure Creme 400ml - 8.026.380.055.975;10;14.9;100%;0;2022-02-28;
803;2802221117S0009;2254070;27;5600;Echantillon Gyn-Aloe Soin Lavant;120;;0%;;2022-02-28;
804;2802221117S0009;2254070;27;5601;Echantillon Pure Creme;240;;0%;;2022-02-28;
805;2802221117S0009;2254070;27;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;120;;0%;;2022-02-28;
4353;2802221439S0009;2013165;27;Vide;Vide;12;16.1;50%;96.6;2022-02-28;
4354;2802221439S0009;2013165;27;5598;Gyn-Aloe Soin Lavant Pompe 400ml - 8.026.380.055.982;12;16.1;50%;96.6;2022-02-28;
4355;2802221003S0009;2013165;27;Vide;Vide;2706;1110.6;50%;555.3;2022-02-28;
4356;2802221003S0009;2013165;27;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;50%;74.7;2022-02-28;
4357;2802221003S0009;2013165;27;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;48;16.9;50%;405.6;2022-02-28;
4358;2802221003S0009;2013165;27;5599;Gyn-Aloe Soin Lavant Flacon 250ml - 8.026.380.055.999;12;12.5;50%;75;2022-02-28;
4359;2802221003S0009;2013165;27;5156;Brochure Gamme Aloe Vera;1320;;0%;;2022-02-28;
4360;2802221003S0009;2013165;27;5177;Echantillon Nutri-Pulpe;120;;0%;;2022-02-28;
4361;2802221003S0009;2013165;27;5586;Echantillon Pur Gel;960;;0%;;2022-02-28;
4362;2802221003S0009;2013165;27;5600;Echantillon Gyn-Aloe Soin Lavant;240;;0%;;2022-02-28;
14152;2702221540S00DR;2249689;1;Vide;Vide;170;447.4;55%;201.33;2022-02-28;
14153;2702221540S00DR;2249689;1;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;9.9;55%;53.46;2022-02-28;
14154;2702221540S00DR;2249689;1;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;4;16.9;55%;30.42;2022-02-28;
14155;2702221540S00DR;2249689;1;5156;Brochure Gamme Aloe Vera;68;;0%;;2022-02-28;
14156;2702221540S00DR;2249689;1;5584;Echantillon Aloe-Oil Huile Réparatrice;24;;0%;;2022-02-28;
14157;2702221540S00DR;2249689;1;5585;Echantillon Aloe-Oil Crème Réparatrice;8;;0%;;2022-02-28;
14158;2702221540S00DR;2249689;1;5597;Pure Crème 400ml - 8.026.380.055.975;6;14.9;55%;40.23;2022-02-28;
14159;2702221540S00DR;2249689;1;5598;Gyn-Aloe Soin Lavant Pompe 400ml - 8.026.380.055.982;6;16.1;55%;43.47;2022-02-28;
